Measurement ID;7611;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;x;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;x;;Duração;Corrente;;;;;
;;25/11/2022 11:23:26;7;DCH;162:53:18;11:40:00;4;1;EQUALIZACAO_4X_C20;1,992456;-0,239992;0;2,800186;2,800186;-2,800186;30,201552;64,396493;34,194941;5,677962;;;;;;;;;;;;
;;25/11/2022 11:25:26;7;DCH;162:55:18;11:42:00;4;1;EQUALIZACAO_4X_C20;1,992234;-0,240037;0;2,80819;2,80819;-2,80819;30,185606;64,396493;34,210887;5,693908;;;;;;;;;;;;
;;25/11/2022 11:27:26;7;DCH;162:57:18;11:44:00;4;1;EQUALIZACAO_4X_C20;1,992011;-0,240037;0;2,816185;2,816185;-2,816185;30,169678;64,396493;34,226815;5,709836;;;;;;;;;;;;
;;25/11/2022 11:29:26;7;DCH;162:59:18;11:46:00;4;1;EQUALIZACAO_4X_C20;1,991789;-0,239992;0;2,824191;2,824191;-2,824191;30,15373;64,396493;34,242762;5,725784;;;;;;;;;;;;
;;25/11/2022 11:31:26;7;DCH;163:01:18;11:48:00;4;1;EQUALIZACAO_4X_C20;1,991567;-0,239992;0;2,832191;2,832191;-2,832191;30,137797;64,396493;34,258695;5,741717;;;;;;;;;;;;
;;25/11/2022 11:33:26;7;DCH;163:03:18;11:50:00;4;1;EQUALIZACAO_4X_C20;1,991344;-0,239992;0;2,840193;2,840193;-2,840193;30,121863;64,396493;34,27463;5,757651;;;;;;;;;;;;
;;25/11/2022 11:35:26;7;DCH;163:05:18;11:52:00;4;1;EQUALIZACAO_4X_C20;1,991122;-0,239992;0;2,848194;2,848194;-2,848194;30,105931;64,396493;34,290562;5,773584;;;;;;;;;;;;
;;25/11/2022 11:37:26;7;DCH;163:07:18;11:53:59;4;1;EQUALIZACAO_4X_C20;1,9909;-0,239992;0;2,856182;2,856182;-2,856182;30,090027;64,396493;34,306466;5,789488;;;;;;;;;;;;
;;25/11/2022 11:39:26;7;DCH;163:09:18;11:55:59;4;1;EQUALIZACAO_4X_C20;1,990677;-0,239992;0;2,864181;2,864181;-2,864181;30,074101;64,396493;34,322391;5,805413;;;;;;;;;;;;
;;25/11/2022 11:41:26;7;DCH;163:11:18;11:58:00;4;1;EQUALIZACAO_4X_C20;1,990455;-0,239992;0;2,872187;2,872187;-2,872187;30,058166;64,396493;34,338327;5,821348;;;;;;;;;;;;
;;25/11/2022 11:43:26;7;DCH;163:13:18;12:00:00;4;1;EQUALIZACAO_4X_C20;1,990232;-0,239992;0;2,880197;2,880197;-2,880197;30,042223;64,396493;34,35427;5,837291;;;;;;;;;;;;
;;25/11/2022 11:45:26;7;DCH;163:15:18;12:02:00;4;1;EQUALIZACAO_4X_C20;1,989899;-0,240037;0;2,888189;2,888189;-2,888189;30,02632;64,396493;34,370173;5,853194;;;;;;;;;;;;
;;25/11/2022 11:47:26;7;DCH;163:17:18;12:03:59;4;1;EQUALIZACAO_4X_C20;1,989677;-0,239992;0;2,896183;2,896183;-2,896183;30,010412;64,396493;34,386081;5,869103;;;;;;;;;;;;
;;25/11/2022 11:49:26;7;DCH;163:19:18;12:05:59;4;1;EQUALIZACAO_4X_C20;1,989454;-0,240037;0;2,904193;2,904193;-2,904193;29,994476;64,396493;34,402017;5,885038;;;;;;;;;;;;
;;25/11/2022 11:51:26;7;DCH;163:21:18;12:08:00;4;1;EQUALIZACAO_4X_C20;1,989232;-0,239992;0;2,91219;2,91219;-2,91219;29,978565;64,396493;34,417928;5,900949;;;;;;;;;;;;
;;25/11/2022 11:53:26;7;DCH;163:23:18;12:10:00;4;1;EQUALIZACAO_4X_C20;1,989009;-0,239992;0;2,920185;2,920185;-2,920185;29,962662;64,396493;34,433831;5,916852;;;;;;;;;;;;
;;25/11/2022 11:55:26;7;DCH;163:25:18;12:12:00;4;1;EQUALIZACAO_4X_C20;1,988787;-0,240037;0;2,928198;2,928198;-2,928198;29,946725;64,396493;34,449768;5,932789;;;;;;;;;;;;
;;25/11/2022 11:57:26;7;DCH;163:27:18;12:14:00;4;1;EQUALIZACAO_4X_C20;1,988676;-0,240037;0;2,936201;2,936201;-2,936201;29,93081;64,396493;34,465683;5,948704;;;;;;;;;;;;
;;25/11/2022 11:59:26;7;DCH;163:29:18;12:15:59;4;1;EQUALIZACAO_4X_C20;1,988342;-0,240037;0;2,944192;2,944192;-2,944192;29,914919;64,396493;34,481574;5,964595;;;;;;;;;;;;
;;25/11/2022 12:01:26;7;DCH;163:31:18;12:18:00;4;1;EQUALIZACAO_4X_C20;1,98812;-0,240037;0;2,952198;2,952198;-2,952198;29,899003;64,396493;34,49749;5,980511;;;;;;;;;;;;
;;25/11/2022 12:03:26;7;DCH;163:33:18;12:20:00;4;1;EQUALIZACAO_4X_C20;1,987898;-0,240037;0;2,9602;2,9602;-2,9602;29,883095;64,396493;34,513398;5,99642;;;;;;;;;;;;
;;25/11/2022 12:05:26;7;DCH;163:35:18;12:22:00;4;1;EQUALIZACAO_4X_C20;1,987675;-0,240037;0;2,968199;2,968199;-2,968199;29,867194;64,396493;34,529299;6,01232;;;;;;;;;;;;
;;25/11/2022 12:07:26;7;DCH;163:37:18;12:24:00;4;1;EQUALIZACAO_4X_C20;1,987453;-0,240037;0;2,976204;2,976204;-2,976204;29,851283;64,396493;34,54521;6,028231;;;;;;;;;;;;
;;25/11/2022 12:09:26;7;DCH;163:39:18;12:26:00;4;1;EQUALIZACAO_4X_C20;1,98723;-0,239992;0;2,984201;2,984201;-2,984201;29,835391;64,396493;34,561101;6,044123;;;;;;;;;;;;
;;25/11/2022 12:11:26;7;DCH;163:41:18;12:28:00;4;1;EQUALIZACAO_4X_C20;1,986897;-0,239992;0;2,992201;2,992201;-2,992201;29,819495;64,396493;34,576998;6,060019;;;;;;;;;;;;
;;25/11/2022 12:13:26;7;DCH;163:43:18;12:30:00;4;1;EQUALIZACAO_4X_C20;1,986675;-0,239992;0;3,00019;3,00019;-3,00019;29,803623;64,396493;34,59287;6,075892;;;;;;;;;;;;
;;25/11/2022 12:15:26;7;DCH;163:45:18;12:32:00;4;1;EQUALIZACAO_4X_C20;1,986452;-0,240037;0;3,008205;3,008205;-3,008205;29,787699;64,396493;34,608794;6,091815;;;;;;;;;;;;
;;25/11/2022 12:17:26;7;DCH;163:47:18;12:34:00;4;1;EQUALIZACAO_4X_C20;1,98623;-0,240037;0;3,016199;3,016199;-3,016199;29,771821;64,396493;34,624672;6,107693;;;;;;;;;;;;
;;25/11/2022 12:19:26;7;DCH;163:49:18;12:36:00;4;1;EQUALIZACAO_4X_C20;1,986007;-0,240037;0;3,024192;3,024192;-3,024192;29,755945;64,396493;34,640548;6,123569;;;;;;;;;;;;
;;25/11/2022 12:21:26;7;DCH;163:51:18;12:37:59;4;1;EQUALIZACAO_4X_C20;1,985674;-0,239992;0;3,0322;3,0322;-3,0322;29,740044;64,396493;34,656449;6,13947;;;;;;;;;;;;
;;25/11/2022 12:23:26;7;DCH;163:53:18;12:40:00;4;1;EQUALIZACAO_4X_C20;1,985563;-0,239992;0;3,040192;3,040192;-3,040192;29,724174;64,396493;34,672318;6,15534;;;;;;;;;;;;
;;25/11/2022 12:25:26;7;DCH;163:55:18;12:42:00;4;1;EQUALIZACAO_4X_C20;1,985229;-0,240037;0;3,048202;3,048202;-3,048202;29,70827;64,396493;34,688223;6,171244;;;;;;;;;;;;
;;25/11/2022 12:27:26;7;DCH;163:57:18;12:44:00;4;1;EQUALIZACAO_4X_C20;1,985007;-0,239992;0;3,056195;3,056195;-3,056195;29,692402;64,396493;34,70409;6,187112;;;;;;;;;;;;
;;25/11/2022 12:29:26;7;DCH;163:59:18;12:46:00;4;1;EQUALIZACAO_4X_C20;1,984784;-0,239992;0;3,064199;3,064199;-3,064199;29,676516;64,396493;34,719977;6,202998;;;;;;;;;;;;
;;25/11/2022 12:31:26;7;DCH;164:01:18;12:48:00;4;1;EQUALIZACAO_4X_C20;1,984562;-0,240037;0;3,072199;3,072199;-3,072199;29,660639;64,396493;34,735854;6,218875;;;;;;;;;;;;
;;25/11/2022 12:33:26;7;DCH;164:03:18;12:50:00;4;1;EQUALIZACAO_4X_C20;1,98434;-0,239992;0;3,080209;3,080209;-3,080209;29,644744;64,396493;34,751749;6,23477;;;;;;;;;;;;
;;25/11/2022 12:35:26;7;DCH;164:05:18;12:52:00;4;1;EQUALIZACAO_4X_C20;1,984117;-0,240037;0;3,088206;3,088206;-3,088206;29,628876;64,396493;34,767617;6,250638;;;;;;;;;;;;
;;25/11/2022 12:37:26;7;DCH;164:07:18;12:54:00;4;1;EQUALIZACAO_4X_C20;1,983895;-0,239992;0;3,096209;3,096209;-3,096209;29,612999;64,396493;34,783494;6,266516;;;;;;;;;;;;
;;25/11/2022 12:39:26;7;DCH;164:09:18;12:55:59;4;1;EQUALIZACAO_4X_C20;1,983561;-0,239992;0;3,104205;3,104205;-3,104205;29,597136;64,396493;34,799356;6,282378;;;;;;;;;;;;
;;25/11/2022 12:41:26;7;DCH;164:11:18;12:58:00;4;1;EQUALIZACAO_4X_C20;1,983339;-0,240037;0;3,112207;3,112207;-3,112207;29,581263;64,396493;34,815229;6,298251;;;;;;;;;;;;
;;25/11/2022 12:43:26;7;DCH;164:13:18;13:00:00;4;1;EQUALIZACAO_4X_C20;1,983117;-0,239992;0;3,12021;3,12021;-3,12021;29,565393;64,396493;34,8311;6,314121;;;;;;;;;;;;
;;25/11/2022 12:45:26;7;DCH;164:15:18;13:02:00;4;1;EQUALIZACAO_4X_C20;1,982894;-0,239992;0;3,128197;3,128197;-3,128197;29,549553;64,396493;34,84694;6,329961;;;;;;;;;;;;
;;25/11/2022 12:47:26;7;DCH;164:17:18;13:04:00;4;1;EQUALIZACAO_4X_C20;1,982561;-0,240037;0;3,136203;3,136203;-3,136203;29,533681;64,396493;34,862812;6,345833;;;;;;;;;;;;
;;25/11/2022 12:49:26;7;DCH;164:19:18;13:06:00;4;1;EQUALIZACAO_4X_C20;1,982338;-0,240037;0;3,144201;3,144201;-3,144201;29,517824;64,396493;34,878668;6,36169;;;;;;;;;;;;
;;25/11/2022 12:51:26;7;DCH;164:21:18;13:08:00;4;1;EQUALIZACAO_4X_C20;1,982116;-0,239992;0;3,152214;3,152214;-3,152214;29,501941;64,396493;34,894551;6,377573;;;;;;;;;;;;
;;25/11/2022 12:53:26;7;DCH;164:23:18;13:10:00;4;1;EQUALIZACAO_4X_C20;1,981894;-0,240037;0;3,160206;3,160206;-3,160206;29,486101;64,396493;34,910392;6,393414;;;;;;;;;;;;
;;25/11/2022 12:55:26;7;DCH;164:25:18;13:11:59;4;1;EQUALIZACAO_4X_C20;1,98156;-0,240037;0;3,168202;3,168202;-3,168202;29,470255;64,396493;34,926238;6,409259;;;;;;;;;;;;
;;25/11/2022 12:57:26;7;DCH;164:27:18;13:14:00;4;1;EQUALIZACAO_4X_C20;1,981338;-0,240037;0;3,176206;3,176206;-3,176206;29,454395;64,396493;34,942097;6,425119;;;;;;;;;;;;
;;25/11/2022 12:59:26;7;DCH;164:29:18;13:15:59;4;1;EQUALIZACAO_4X_C20;1,981115;-0,240037;0;3,184208;3,184208;-3,184208;29,438541;64,396493;34,957952;6,440973;;;;;;;;;;;;
;;25/11/2022 13:01:26;7;DCH;164:31:18;13:18:00;4;1;EQUALIZACAO_4X_C20;1,980893;-0,240037;0;3,192214;3,192214;-3,192214;29,422681;64,396493;34,973812;6,456833;;;;;;;;;;;;
;;25/11/2022 13:03:26;7;DCH;164:33:18;13:19:59;4;1;EQUALIZACAO_4X_C20;1,980559;-0,240037;0;3,200212;3,200212;-3,200212;29,40684;64,396493;34,989652;6,472674;;;;;;;;;;;;
;;25/11/2022 13:05:26;7;DCH;164:35:18;13:22:00;4;1;EQUALIZACAO_4X_C20;1,980337;-0,240037;0;3,208208;3,208208;-3,208208;29,391003;64,396493;35,005489;6,488511;;;;;;;;;;;;
;;25/11/2022 13:07:26;7;DCH;164:37:18;13:24:00;4;1;EQUALIZACAO_4X_C20;1,980115;-0,239947;0;3,216208;3,216208;-3,216208;29,375163;64,396493;35,02133;6,504351;;;;;;;;;;;;
;;25/11/2022 13:09:26;7;DCH;164:39:18;13:26:00;4;1;EQUALIZACAO_4X_C20;1,979892;-0,239992;0;3,224214;3,224214;-3,224214;29,35931;64,396493;35,037183;6,520204;;;;;;;;;;;;
;;25/11/2022 13:11:26;7;DCH;164:41:18;13:28:00;4;1;EQUALIZACAO_4X_C20;1,979559;-0,240037;0;3,23221;3,23221;-3,23221;29,343481;64,396493;35,053012;6,536033;;;;;;;;;;;;
;;25/11/2022 13:13:26;7;DCH;164:43:18;13:30:00;4;1;EQUALIZACAO_4X_C20;1,979336;-0,239992;0;3,240217;3,240217;-3,240217;29,327632;64,396493;35,068861;6,551882;;;;;;;;;;;;
;;25/11/2022 13:15:26;7;DCH;164:45:18;13:32:00;4;1;EQUALIZACAO_4X_C20;1,979003;-0,239992;0;3,248211;3,248211;-3,248211;29,311809;64,396493;35,084684;6,567705;;;;;;;;;;;;
;;25/11/2022 13:17:26;7;DCH;164:47:18;13:34:00;4;1;EQUALIZACAO_4X_C20;1,97878;-0,240037;0;3,256214;3,256214;-3,256214;29,295972;64,396493;35,100521;6,583542;;;;;;;;;;;;
;;25/11/2022 13:19:26;7;DCH;164:49:18;13:36:00;4;1;EQUALIZACAO_4X_C20;1,978558;-0,239992;0;3,264212;3,264212;-3,264212;29,280147;64,396493;35,116345;6,599367;;;;;;;;;;;;
;;25/11/2022 13:21:26;7;DCH;164:51:18;13:38:00;4;1;EQUALIZACAO_4X_C20;1,978336;-0,239992;0;3,272215;3,272215;-3,272215;29,264314;64,396493;35,132178;6,6152;;;;;;;;;;;;
;;25/11/2022 13:23:26;7;DCH;164:53:18;13:40:00;4;1;EQUALIZACAO_4X_C20;1,978002;-0,239992;0;3,28021;3,28021;-3,28021;29,248498;64,396493;35,147995;6,631017;;;;;;;;;;;;
;;25/11/2022 13:25:26;7;DCH;164:55:18;13:42:00;4;1;EQUALIZACAO_4X_C20;1,97778;-0,239992;0;3,288206;3,288206;-3,288206;29,232684;64,396493;35,163809;6,64683;;;;;;;;;;;;
;;25/11/2022 13:27:26;7;DCH;164:57:18;13:44:00;4;1;EQUALIZACAO_4X_C20;1,977446;-0,240037;0;3,296223;3,296223;-3,296223;29,216829;64,396493;35,179664;6,662686;;;;;;;;;;;;
;;25/11/2022 13:29:26;7;DCH;164:59:18;13:45:59;4;1;EQUALIZACAO_4X_C20;1,977224;-0,240037;0;3,304206;3,304206;-3,304206;29,201044;64,396493;35,195448;6,67847;;;;;;;;;;;;
;;25/11/2022 13:31:26;7;DCH;165:01:18;13:48:00;4;1;EQUALIZACAO_4X_C20;1,97689;-0,240082;0;3,312217;3,312217;-3,312217;29,185206;64,396493;35,211287;6,694309;;;;;;;;;;;;
;;25/11/2022 13:33:26;7;DCH;165:03:18;13:50:00;4;1;EQUALIZACAO_4X_C20;1,976668;-0,239992;0;3,320219;3,320219;-3,320219;29,169386;64,396493;35,227107;6,710128;;;;;;;;;;;;
;;25/11/2022 13:35:26;7;DCH;165:05:18;13:52:00;4;1;EQUALIZACAO_4X_C20;1,976445;-0,240037;0;3,328223;3,328223;-3,328223;29,153567;64,396493;35,242926;6,725947;;;;;;;;;;;;
;;25/11/2022 13:37:26;7;DCH;165:07:18;13:54:00;4;1;EQUALIZACAO_4X_C20;1,976112;-0,239992;0;3,336225;3,336225;-3,336225;29,137751;64,396493;35,258742;6,741763;;;;;;;;;;;;
;;25/11/2022 13:39:26;7;DCH;165:09:18;13:56:00;4;1;EQUALIZACAO_4X_C20;1,975889;-0,239992;0;3,344218;3,344218;-3,344218;29,121957;64,396493;35,274536;6,757557;;;;;;;;;;;;
;;25/11/2022 13:41:26;7;DCH;165:11:18;13:58:00;4;1;EQUALIZACAO_4X_C20;1,975667;-0,240037;0;3,352222;3,352222;-3,352222;29,106144;64,396493;35,290349;6,77337;;;;;;;;;;;;
;;25/11/2022 13:43:26;7;DCH;165:13:18;14:00:00;4;1;EQUALIZACAO_4X_C20;1,975334;-0,239992;0;3,360212;3,360212;-3,360212;29,09036;64,396493;35,306133;6,789155;;;;;;;;;;;;
;;25/11/2022 13:45:26;7;DCH;165:15:18;14:01:59;4;1;EQUALIZACAO_4X_C20;1,975111;-0,239992;0;3,368218;3,368218;-3,368218;29,074546;64,396493;35,321947;6,804968;;;;;;;;;;;;
;;25/11/2022 13:47:26;7;DCH;165:17:18;14:04:00;4;1;EQUALIZACAO_4X_C20;1,974889;-0,239947;0;3,376217;3,376217;-3,376217;29,058748;64,396493;35,337745;6,820766;;;;;;;;;;;;
;;25/11/2022 13:49:26;7;DCH;165:19:18;14:06:00;4;1;EQUALIZACAO_4X_C20;1,974555;-0,239992;0;3,384224;3,384224;-3,384224;29,042937;64,396493;35,353556;6,836577;;;;;;;;;;;;
;;25/11/2022 13:51:26;7;DCH;165:21:18;14:08:00;4;1;EQUALIZACAO_4X_C20;1,974222;-0,239992;0;3,392214;3,392214;-3,392214;29,027162;64,396493;35,369331;6,852352;;;;;;;;;;;;
;;25/11/2022 13:53:26;7;DCH;165:23:18;14:09:59;4;1;EQUALIZACAO_4X_C20;1,973999;-0,240037;0;3,40022;3,40022;-3,40022;29,011356;64,396493;35,385137;6,868159;;;;;;;;;;;;
;;25/11/2022 13:55:26;7;DCH;165:25:18;14:12:00;4;1;EQUALIZACAO_4X_C20;1,973666;-0,239992;0;3,408218;3,408218;-3,408218;28,99557;64,396493;35,400923;6,883945;;;;;;;;;;;;
;;25/11/2022 13:57:26;7;DCH;165:27:18;14:14:00;4;1;EQUALIZACAO_4X_C20;1,973443;-0,240037;0;3,416223;3,416223;-3,416223;28,979771;64,396493;35,416722;6,899743;;;;;;;;;;;;
;;25/11/2022 13:59:26;7;DCH;165:29:18;14:16:00;4;1;EQUALIZACAO_4X_C20;1,973221;-0,239992;0;3,424217;3,424217;-3,424217;28,963996;64,396493;35,432497;6,915518;;;;;;;;;;;;
;;25/11/2022 14:01:26;7;DCH;165:31:18;14:18:00;4;1;EQUALIZACAO_4X_C20;1,972887;-0,239992;0;3,432228;3,432228;-3,432228;28,94819;64,396493;35,448302;6,931324;;;;;;;;;;;;
;;25/11/2022 14:03:26;7;DCH;165:33:18;14:19:59;4;1;EQUALIZACAO_4X_C20;1,972554;-0,239992;0;3,440222;3,440222;-3,440222;28,93242;64,396493;35,464073;6,947094;;;;;;;;;;;;
;;25/11/2022 14:05:26;7;DCH;165:35:18;14:22:00;4;1;EQUALIZACAO_4X_C20;1,972331;-0,240037;0;3,448232;3,448232;-3,448232;28,916622;64,396493;35,479871;6,962892;;;;;;;;;;;;
;;25/11/2022 14:07:26;7;DCH;165:37:18;14:23:59;4;1;EQUALIZACAO_4X_C20;1,971998;-0,240037;0;3,456216;3,456216;-3,456216;28,900875;64,396493;35,495618;6,97864;;;;;;;;;;;;
;;25/11/2022 14:09:26;7;DCH;165:39:18;14:26:00;4;1;EQUALIZACAO_4X_C20;1,971664;-0,240037;0;3,464227;3,464227;-3,464227;28,885079;64,396493;35,511413;6,994435;;;;;;;;;;;;
;;25/11/2022 14:11:26;7;DCH;165:41:18;14:28:00;4;1;EQUALIZACAO_4X_C20;1,971442;-0,239992;0;3,472233;3,472233;-3,472233;28,869294;64,396493;35,527198;7,01022;;;;;;;;;;;;
;;25/11/2022 14:13:26;7;DCH;165:43:18;14:30:00;4;1;EQUALIZACAO_4X_C20;1,971108;-0,240037;0;3,480223;3,480223;-3,480223;28,853544;64,396493;35,542949;7,02597;;;;;;;;;;;;
;;25/11/2022 14:15:26;7;DCH;165:45:18;14:32:00;4;1;EQUALIZACAO_4X_C20;1,970886;-0,240037;0;3,488226;3,488226;-3,488226;28,837769;64,396493;35,558724;7,041746;;;;;;;;;;;;
;;25/11/2022 14:17:26;7;DCH;165:47:18;14:33:59;4;1;EQUALIZACAO_4X_C20;1,970553;-0,240037;0;3,496218;3,496218;-3,496218;28,822019;64,396493;35,574474;7,057495;;;;;;;;;;;;
;;25/11/2022 14:19:26;7;DCH;165:49:18;14:36:00;4;1;EQUALIZACAO_4X_C20;1,97033;-0,239992;0;3,504232;3,504232;-3,504232;28,806228;64,396493;35,590265;7,073287;;;;;;;;;;;;
;;25/11/2022 14:21:26;7;DCH;165:51:18;14:38:00;4;1;EQUALIZACAO_4X_C20;1,969997;-0,240037;0;3,512221;3,512221;-3,512221;28,790488;64,396493;35,606005;7,089026;;;;;;;;;;;;
;;25/11/2022 14:23:26;7;DCH;165:53:18;14:40:00;4;1;EQUALIZACAO_4X_C20;1,969774;-0,240037;0;3,520237;3,520237;-3,520237;28,774698;64,396493;35,621795;7,104816;;;;;;;;;;;;
;;25/11/2022 14:25:26;7;DCH;165:55:18;14:42:00;4;1;EQUALIZACAO_4X_C20;1,969441;-0,240037;0;3,528225;3,528225;-3,528225;28,758966;64,396493;35,637527;7,120548;;;;;;;;;;;;
;;25/11/2022 14:27:26;7;DCH;165:57:18;14:44:00;4;1;EQUALIZACAO_4X_C20;1,969218;-0,239992;0;3,536238;3,536238;-3,536238;28,743186;64,396493;35,653306;7,136328;;;;;;;;;;;;
;;25/11/2022 14:29:26;7;DCH;165:59:18;14:46:00;4;1;EQUALIZACAO_4X_C20;1,968774;-0,239992;0;3,544238;3,544238;-3,544238;28,727433;64,396493;35,66906;7,152081;;;;;;;;;;;;
;;25/11/2022 14:31:26;7;DCH;166:01:18;14:48:00;4;1;EQUALIZACAO_4X_C20;1,96844;-0,239992;0;3,552236;3,552236;-3,552236;28,711689;64,396493;35,684804;7,167825;;;;;;;;;;;;
;;25/11/2022 14:33:26;7;DCH;166:03:18;14:49:59;4;1;EQUALIZACAO_4X_C20;1,968218;-0,240037;0;3,560231;3,560231;-3,560231;28,695952;64,396493;35,700541;7,183563;;;;;;;;;;;;
;;25/11/2022 14:35:26;7;DCH;166:05:18;14:52:00;4;1;EQUALIZACAO_4X_C20;1,967884;-0,240037;0;3,568241;3,568241;-3,568241;28,680188;64,396493;35,716305;7,199326;;;;;;;;;;;;
;;25/11/2022 14:37:26;7;DCH;166:07:18;14:54:00;4;1;EQUALIZACAO_4X_C20;1,96755;-0,239992;0;3,576224;3,576224;-3,576224;28,664478;64,396493;35,732014;7,215036;;;;;;;;;;;;
;;25/11/2022 14:39:26;7;DCH;166:09:18;14:56:00;4;1;EQUALIZACAO_4X_C20;1,967217;-0,240037;0;3,58424;3,58424;-3,58424;28,648708;64,396493;35,747784;7,230806;;;;;;;;;;;;
;;25/11/2022 14:41:26;7;DCH;166:11:18;14:58:00;4;1;EQUALIZACAO_4X_C20;1,966995;-0,240037;0;3,592239;3,592239;-3,592239;28,632972;64,396493;35,76352;7,246542;;;;;;;;;;;;
;;25/11/2022 14:43:26;7;DCH;166:13:18;14:59:59;4;1;EQUALIZACAO_4X_C20;1,966661;-0,239992;0;3,600223;3,600223;-3,600223;28,617269;64,396493;35,779223;7,262245;;;;;;;;;;;;
;;25/11/2022 14:45:26;7;DCH;166:15:18;15:02:00;4;1;EQUALIZACAO_4X_C20;1,966327;-0,239992;0;3,608229;3,608229;-3,608229;28,601526;64,396493;35,794966;7,277988;;;;;;;;;;;;
;;25/11/2022 14:47:26;7;DCH;166:17:18;15:04:00;4;1;EQUALIZACAO_4X_C20;1,965994;-0,240037;0;3,616227;3,616227;-3,616227;28,585801;64,396493;35,810691;7,293713;;;;;;;;;;;;
;;25/11/2022 14:49:26;7;DCH;166:19:18;15:06:00;4;1;EQUALIZACAO_4X_C20;1,96566;-0,239992;0;3,624232;3,624232;-3,624232;28,570065;64,396493;35,826428;7,309449;;;;;;;;;;;;
;;25/11/2022 14:51:26;7;DCH;166:21:18;15:08:00;4;1;EQUALIZACAO_4X_C20;1,965438;-0,240037;0;3,632243;3,632243;-3,632243;28,554318;64,396493;35,842175;7,325197;;;;;;;;;;;;
;;25/11/2022 14:53:26;7;DCH;166:23:18;15:10:00;4;1;EQUALIZACAO_4X_C20;1,965104;-0,239992;0;3,640226;3,640226;-3,640226;28,538629;64,396493;35,857864;7,340885;;;;;;;;;;;;
;;25/11/2022 14:55:26;7;DCH;166:25:18;15:12:00;4;1;EQUALIZACAO_4X_C20;1,964771;-0,239992;0;3,648239;3,648239;-3,648239;28,522886;64,396493;35,873607;7,356629;;;;;;;;;;;;
;;25/11/2022 14:57:26;7;DCH;166:27:18;15:14:00;4;1;EQUALIZACAO_4X_C20;1,964437;-0,240037;0;3,656233;3,656233;-3,656233;28,50718;64,396493;35,889313;7,372334;;;;;;;;;;;;
;;25/11/2022 14:59:26;7;DCH;166:29:18;15:16:00;4;1;EQUALIZACAO_4X_C20;1,964104;-0,239992;0;3,66423;3,66423;-3,66423;28,491473;64,396493;35,90502;7,388041;;;;;;;;;;;;
;;25/11/2022 15:01:26;7;DCH;166:31:18;15:18:00;4;1;EQUALIZACAO_4X_C20;1,96377;-0,239992;0;3,672233;3,672233;-3,672233;28,475756;64,396493;35,920737;7,403759;;;;;;;;;;;;
;;25/11/2022 15:03:26;7;DCH;166:33:18;15:20:00;4;1;EQUALIZACAO_4X_C20;1,963437;-0,240037;0;3,680243;3,680243;-3,680243;28,460027;64,396493;35,936466;7,419487;;;;;;;;;;;;
;;25/11/2022 15:05:26;7;DCH;166:35:18;15:22:00;4;1;EQUALIZACAO_4X_C20;1,963103;-0,239992;0;3,68823;3,68823;-3,68823;28,444345;64,396493;35,952148;7,435169;;;;;;;;;;;;
;;25/11/2022 15:07:26;7;DCH;166:37:18;15:24:00;4;1;EQUALIZACAO_4X_C20;1,962769;-0,240037;0;3,696237;3,696237;-3,696237;28,428628;64,396493;35,967865;7,450886;;;;;;;;;;;;
;;25/11/2022 15:09:26;7;DCH;166:39:18;15:26:00;4;1;EQUALIZACAO_4X_C20;1,962436;-0,239992;0;3,70423;3,70423;-3,70423;28,412942;64,396493;35,983551;7,466572;;;;;;;;;;;;
;;25/11/2022 15:11:26;7;DCH;166:41:18;15:28:00;4;1;EQUALIZACAO_4X_C20;1,962102;-0,240037;0;3,71225;3,71225;-3,71225;28,397204;64,396493;35,999289;7,482311;;;;;;;;;;;;
;;25/11/2022 15:13:26;7;DCH;166:43:18;15:29:59;4;1;EQUALIZACAO_4X_C20;1,961769;-0,240037;0;3,720244;3,720244;-3,720244;28,381521;64,396493;36,014972;7,497994;;;;;;;;;;;;
;;25/11/2022 15:15:26;7;DCH;166:45:18;15:32:00;4;1;EQUALIZACAO_4X_C20;1,961435;-0,239992;0;3,728237;3,728237;-3,728237;28,365841;64,396493;36,030652;7,513674;;;;;;;;;;;;
;;25/11/2022 15:17:26;7;DCH;166:47:18;15:33:59;4;1;EQUALIZACAO_4X_C20;1,961102;-0,240037;0;3,736243;3,736243;-3,736243;28,35014;64,396493;36,046353;7,529374;;;;;;;;;;;;
;;25/11/2022 15:19:26;7;DCH;166:49:18;15:36:00;4;1;EQUALIZACAO_4X_C20;1,960657;-0,239992;0;3,744252;3,744252;-3,744252;28,334435;64,396493;36,062058;7,545079;;;;;;;;;;;;
;;25/11/2022 15:21:26;7;DCH;166:51:18;15:38:00;4;1;EQUALIZACAO_4X_C20;1,960323;-0,239992;0;3,752237;3,752237;-3,752237;28,31878;64,396493;36,077713;7,560735;;;;;;;;;;;;
