Measurement ID;7611;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;x;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;x;;Duração;Corrente;;;;;
;;19/11/2022 18:12:05;7;DCH;25:42:03;18:42:00;1;1;EQUALIZACAO_4X_C20;1,907955;-0,23747;0;4,441107;4,441107;-4,441107;-6,326353;2,54172;8,868073;8,868073;;;;;;;;;;;;
;;19/11/2022 18:14:05;7;DCH;25:44:03;18:43:59;1;1;EQUALIZACAO_4X_C20;1,907065;-0,23747;0;4,449031;4,449031;-4,449031;-6,341469;2,54172;8,883188;8,883188;;;;;;;;;;;;
;;19/11/2022 18:16:05;7;DCH;25:46:03;18:45:59;1;1;EQUALIZACAO_4X_C20;1,906065;-0,23747;0;4,456939;4,456939;-4,456939;-6,356546;2,54172;8,898266;8,898266;;;;;;;;;;;;
;;19/11/2022 18:18:05;7;DCH;25:48:03;18:48:00;1;1;EQUALIZACAO_4X_C20;1,905175;-0,237515;0;4,464862;4,464862;-4,464862;-6,371643;2,54172;8,913363;8,913363;;;;;;;;;;;;
;;19/11/2022 18:20:05;7;DCH;25:50:03;18:50:00;1;1;EQUALIZACAO_4X_C20;1,904174;-0,237515;0;4,472788;4,472788;-4,472788;-6,38674;2,54172;8,92846;8,92846;;;;;;;;;;;;
;;19/11/2022 18:22:05;7;DCH;25:52:03;18:52:00;1;1;EQUALIZACAO_4X_C20;1,903174;-0,23747;0;4,480704;4,480704;-4,480704;-6,40181;2,54172;8,94353;8,94353;;;;;;;;;;;;
;;19/11/2022 18:24:05;7;DCH;25:54:03;18:54:00;1;1;EQUALIZACAO_4X_C20;1,902062;-0,23747;0;4,488608;4,488608;-4,488608;-6,416847;2,54172;8,958567;8,958567;;;;;;;;;;;;
;;19/11/2022 18:26:05;7;DCH;25:56:03;18:56:00;1;1;EQUALIZACAO_4X_C20;1,90095;-0,23747;0;4,496533;4,496533;-4,496533;-6,431918;2,54172;8,973638;8,973638;;;;;;;;;;;;
;;19/11/2022 18:28:05;7;DCH;25:58:03;18:58:00;1;1;EQUALIZACAO_4X_C20;1,899838;-0,237515;0;4,504453;4,504453;-4,504453;-6,446969;2,54172;8,988689;8,988689;;;;;;;;;;;;
;;19/11/2022 18:30:05;7;DCH;26:00:03;19:00:00;1;1;EQUALIZACAO_4X_C20;1,898726;-0,237515;0;4,51237;4,51237;-4,51237;-6,462006;2,54172;9,003726;9,003726;;;;;;;;;;;;
;;19/11/2022 18:32:05;7;DCH;26:02:03;19:02:00;1;1;EQUALIZACAO_4X_C20;1,897614;-0,23747;0;4,520276;4,520276;-4,520276;-6,477012;2,54172;9,018732;9,018732;;;;;;;;;;;;
;;19/11/2022 18:34:05;7;DCH;26:04:03;19:04:00;1;1;EQUALIZACAO_4X_C20;1,896391;-0,23747;0;4,528203;4,528203;-4,528203;-6,492048;2,54172;9,033768;9,033768;;;;;;;;;;;;
;;19/11/2022 18:36:05;7;DCH;26:06:03;19:06:00;1;1;EQUALIZACAO_4X_C20;1,895057;-0,237515;0;4,536116;4,536116;-4,536116;-6,50705;2,54172;9,048769;9,048769;;;;;;;;;;;;
;;19/11/2022 18:38:05;7;DCH;26:08:03;19:08:00;1;1;EQUALIZACAO_4X_C20;1,893834;-0,23747;0;4,544035;4,544035;-4,544035;-6,522053;2,54172;9,063773;9,063773;;;;;;;;;;;;
;;19/11/2022 18:40:05;7;DCH;26:10:03;19:10:00;1;1;EQUALIZACAO_4X_C20;1,8925;-0,23747;0;4,551944;4,551944;-4,551944;-6,537025;2,54172;9,078745;9,078745;;;;;;;;;;;;
;;19/11/2022 18:42:05;7;DCH;26:12:03;19:11:59;1;1;EQUALIZACAO_4X_C20;1,891166;-0,237515;0;4,559855;4,559855;-4,559855;-6,55199;2,54172;9,09371;9,09371;;;;;;;;;;;;
;;19/11/2022 18:44:05;7;DCH;26:14:03;19:14:00;1;1;EQUALIZACAO_4X_C20;1,88972;-0,237515;0;4,567777;4,567777;-4,567777;-6,566967;2,54172;9,108686;9,108686;;;;;;;;;;;;
;;19/11/2022 18:46:05;7;DCH;26:16:03;19:16:00;1;1;EQUALIZACAO_4X_C20;1,888275;-0,23747;0;4,575687;4,575687;-4,575687;-6,58191;2,54172;9,12363;9,12363;;;;;;;;;;;;
;;19/11/2022 18:48:05;7;DCH;26:18:03;19:18:00;1;1;EQUALIZACAO_4X_C20;1,886829;-0,237515;0;4,583605;4,583605;-4,583605;-6,596854;2,54172;9,138574;9,138574;;;;;;;;;;;;
;;19/11/2022 18:50:05;7;DCH;26:20:03;19:20:00;1;1;EQUALIZACAO_4X_C20;1,885162;-0,237515;0;4,591526;4,591526;-4,591526;-6,611794;2,54172;9,153514;9,153514;;;;;;;;;;;;
;;19/11/2022 18:52:05;7;DCH;26:22:03;19:22:00;1;1;EQUALIZACAO_4X_C20;1,883605;-0,23747;0;4,599437;4,599437;-4,599437;-6,626702;2,54172;9,168422;9,168422;;;;;;;;;;;;
;;19/11/2022 18:54:05;7;DCH;26:24:03;19:24:00;1;1;EQUALIZACAO_4X_C20;1,881937;-0,237515;0;4,607352;4,607352;-4,607352;-6,641604;2,54172;9,183324;9,183324;;;;;;;;;;;;
;;19/11/2022 18:56:05;7;DCH;26:26:03;19:26:00;1;1;EQUALIZACAO_4X_C20;1,880158;-0,237515;0;4,615275;4,615275;-4,615275;-6,656507;2,54172;9,198227;9,198227;;;;;;;;;;;;
;;19/11/2022 18:58:05;7;DCH;26:28:03;19:28:00;1;1;EQUALIZACAO_4X_C20;1,878379;-0,237515;0;4,623188;4,623188;-4,623188;-6,671379;2,54172;9,213099;9,213099;;;;;;;;;;;;
;;19/11/2022 19:00:05;7;DCH;26:30:03;19:30:00;1;1;EQUALIZACAO_4X_C20;1,8766;-0,23747;0;4,631108;4,631108;-4,631108;-6,686248;2,54172;9,227968;9,227968;;;;;;;;;;;;
;;19/11/2022 19:02:05;7;DCH;26:32:03;19:31:59;1;1;EQUALIZACAO_4X_C20;1,874599;-0,23747;0;4,639016;4,639016;-4,639016;-6,701081;2,54172;9,2428;9,2428;;;;;;;;;;;;
;;19/11/2022 19:04:05;7;DCH;26:34:03;19:34:00;1;1;EQUALIZACAO_4X_C20;1,872597;-0,237515;0;4,646936;4,646936;-4,646936;-6,71592;2,54172;9,25764;9,25764;;;;;;;;;;;;
;;19/11/2022 19:06:05;7;DCH;26:36:03;19:36:00;1;1;EQUALIZACAO_4X_C20;1,870374;-0,23747;0;4,654862;4,654862;-4,654862;-6,730753;2,54172;9,272473;9,272473;;;;;;;;;;;;
;;19/11/2022 19:08:05;7;DCH;26:38:03;19:38:00;1;1;EQUALIZACAO_4X_C20;1,86815;-0,23747;0;4,662777;4,662777;-4,662777;-6,745547;2,54172;9,287267;9,287267;;;;;;;;;;;;
;;19/11/2022 19:10:05;7;DCH;26:40:03;19:40:00;1;1;EQUALIZACAO_4X_C20;1,865815;-0,23747;0;4,670684;4,670684;-4,670684;-6,76031;2,54172;9,30203;9,30203;;;;;;;;;;;;
;;19/11/2022 19:12:05;7;DCH;26:42:03;19:42:00;1;1;EQUALIZACAO_4X_C20;1,863369;-0,237515;0;4,678604;4,678604;-4,678604;-6,775078;2,54172;9,316797;9,316797;;;;;;;;;;;;
;;19/11/2022 19:14:05;7;DCH;26:44:03;19:44:00;1;1;EQUALIZACAO_4X_C20;1,860812;-0,237515;0;4,686526;4,686526;-4,686526;-6,78983;2,54172;9,33155;9,33155;;;;;;;;;;;;
;;19/11/2022 19:16:05;7;DCH;26:46:03;19:46:00;1;1;EQUALIZACAO_4X_C20;1,858032;-0,23747;0;4,694448;4,694448;-4,694448;-6,804561;2,54172;9,346281;9,346281;;;;;;;;;;;;
;;19/11/2022 19:18:05;7;DCH;26:48:03;19:48:00;1;1;EQUALIZACAO_4X_C20;1,85503;-0,23747;0;4,702364;4,702364;-4,702364;-6,819257;2,54172;9,360977;9,360977;;;;;;;;;;;;
;;19/11/2022 19:20:05;7;DCH;26:50:03;19:50:00;1;1;EQUALIZACAO_4X_C20;1,851917;-0,23747;0;4,710282;4,710282;-4,710282;-6,833932;2,54172;9,375652;9,375652;;;;;;;;;;;;
;;19/11/2022 19:22:05;7;DCH;26:52:03;19:52:00;1;1;EQUALIZACAO_4X_C20;1,84847;-0,23747;0;4,718183;4,718183;-4,718183;-6,848551;2,54172;9,39027;9,39027;;;;;;;;;;;;
;;19/11/2022 19:24:05;7;DCH;26:54:03;19:54:00;1;1;EQUALIZACAO_4X_C20;1,844801;-0,23747;0;4,726113;4,726113;-4,726113;-6,863196;2,54172;9,404916;9,404916;;;;;;;;;;;;
;;19/11/2022 19:26:05;7;DCH;26:56:03;19:56:00;1;1;EQUALIZACAO_4X_C20;1,840687;-0,237515;0;4,734018;4,734018;-4,734018;-6,877762;2,54172;9,419482;9,419482;;;;;;;;;;;;
;;19/11/2022 19:28:05;7;DCH;26:58:03;19:58:00;1;1;EQUALIZACAO_4X_C20;1,836351;-0,237515;0;4,741944;4,741944;-4,741944;-6,892335;2,54172;9,434055;9,434055;;;;;;;;;;;;
;;19/11/2022 19:30:05;7;DCH;27:00:03;20:00:00;1;1;EQUALIZACAO_4X_C20;1,831347;-0,237515;0;4,749846;4,749846;-4,749846;-6,906826;2,54172;9,448546;9,448546;;;;;;;;;;;;
;;19/11/2022 19:32:05;7;DCH;27:02:03;20:02:00;1;1;EQUALIZACAO_4X_C20;1,825788;-0,23747;0;4,757776;4,757776;-4,757776;-6,921328;2,54172;9,463048;9,463048;;;;;;;;;;;;
;;19/11/2022 19:34:05;7;DCH;27:04:03;20:04:00;1;1;EQUALIZACAO_4X_C20;1,819006;-0,237515;0;4,76569;4,76569;-4,76569;-6,93575;2,54172;9,47747;9,47747;;;;;;;;;;;;
;;19/11/2022 19:36:05;7;DCH;27:06:03;20:06:00;1;1;EQUALIZACAO_4X_C20;1,811;-0,23747;0;4,7736;4,7736;-4,7736;-6,950108;2,54172;9,491828;9,491828;;;;;;;;;;;;
;;19/11/2022 19:38:05;7;DCH;27:08:03;20:08:00;1;1;EQUALIZACAO_4X_C20;1,801105;-0,23747;0;4,781518;4,781518;-4,781518;-6,96441;2,54172;9,50613;9,50613;;;;;;;;;;;;
;;19/11/2022 19:40:05;7;DCH;27:10:03;20:10:00;1;1;EQUALIZACAO_4X_C20;1,788652;-0,23747;0;4,789437;4,789437;-4,789437;-6,978625;2,54172;9,520345;9,520345;;;;;;;;;;;;
;;19/11/2022 19:42:05;7;DCH;27:12:03;20:12:00;1;1;EQUALIZACAO_4X_C20;1,771529;-0,23747;0;4,797361;4,797361;-4,797361;-6,992734;2,54172;9,534454;9,534454;;;;;;;;;;;;
;;19/11/2022 19:43:49;7;DCH;27:13:47;20:13:44;1;1;EQUALIZACAO_4X_C20;1,749959;-0,237515;0;4,804227;4,804227;-4,804227;-7,004828;2,54172;9,546548;9,546548;;;;;;;;;;;;
;;19/11/2022 19:43:49;7;DCH;27:13:47;20:13:44;1;1;EQUALIZACAO_4X_C20;1,749959;-0,237515;;;;;;;;;;;;;;;;;;;;
;;19/11/2022 19:43:50;8;CHA;27:13:47;00:00:00;1;1;EQUALIZACAO_4X_C20;2,00269;0;;;;;;;;;;;;;;;;;;;;
;;19/11/2022 19:43:50;8;CHA;27:13:47;00:00:00;1;1;EQUALIZACAO_4X_C20;2,027818;1,183276;0;4,804243;0,000016;-4,804243;-7,004856;2,54172;9,546576;0,000028;;;;;;;;;;;;
;;19/11/2022 19:58:50;8;CHA;27:28:47;00:15:00;1;1;EQUALIZACAO_4X_C20;2,266313;1,187465;0,296917;4,804243;0,296934;-4,507326;-6,313558;3,233018;9,546576;0,691326;;;;;;;;;;;;
;;19/11/2022 20:13:50;8;CHA;27:43:47;00:30:00;1;1;EQUALIZACAO_4X_C20;2,265646;1,18751;0,593747;4,804243;0,593764;-4,210496;-5,641702;3,904874;9,546576;1,363182;;;;;;;;;;;;
;;19/11/2022 20:28:50;8;CHA;27:58:47;00:45:00;1;1;EQUALIZACAO_4X_C20;2,269537;1,187465;0,890628;4,804243;0,890644;-3,913615;-4,968313;4,578263;9,546576;2,036571;;;;;;;;;;;;
;;19/11/2022 20:43:50;8;CHA;28:13:47;01:00:00;1;1;EQUALIZACAO_4X_C20;2,268092;1,18751;1,187531;4,804243;1,187547;-3,616712;-4,294633;5,251943;9,546576;2,710252;;;;;;;;;;;;
;;19/11/2022 20:58:50;8;CHA;28:28:47;01:14:59;1;1;EQUALIZACAO_4X_C20;2,26698;1,187465;1,484349;4,804243;1,484365;-3,319894;-3,621652;5,924924;9,546576;3,383233;;;;;;;;;;;;
;;19/11/2022 21:13:50;8;CHA;28:43:47;01:30:00;1;1;EQUALIZACAO_4X_C20;2,270204;1,187465;1,781238;4,804243;1,781254;-3,023005;-2,948251;6,598325;9,546576;4,056633;;;;;;;;;;;;
;;19/11/2022 21:28:50;8;CHA;28:58:47;01:45:00;1;1;EQUALIZACAO_4X_C20;2,276876;1,18751;2,078159;4,804243;2,078175;-2,726084;-2,273262;7,273314;9,546576;4,731623;;;;;;;;;;;;
;;19/11/2022 21:43:50;8;CHA;29:13:47;02:00:00;1;1;EQUALIZACAO_4X_C20;2,286438;1,18751;2,374993;4,804243;2,375009;-2,42925;-1,596064;7,950512;9,546576;5,40882;;;;;;;;;;;;
;;19/11/2022 21:58:50;8;CHA;29:28:47;02:15:00;1;1;EQUALIZACAO_4X_C20;2,298891;1,18751;2,671917;4,804243;2,671934;-2,132326;-0,915399;8,631177;9,546576;6,089486;;;;;;;;;;;;
;;19/11/2022 22:13:50;8;CHA;29:43:47;02:30:00;1;1;EQUALIZACAO_4X_C20;2,31479;1,187465;2,968776;4,804243;2,968792;-1,835467;-0,230685;9,315891;9,546576;6,774199;;;;;;;;;;;;
;;19/11/2022 22:28:50;8;CHA;29:58:47;02:45:00;1;1;EQUALIZACAO_4X_C20;2,33536;1,18751;3,265674;4,804243;3,26569;-1,538569;0,459498;10,006074;9,546576;7,464382;;;;;;;;;;;;
;;19/11/2022 22:43:50;8;CHA;30:13:47;03:00:00;1;1;EQUALIZACAO_4X_C20;2,362823;1,18751;3,562527;4,804243;3,562543;-1,241716;1,156553;10,703129;9,546576;8,161438;;;;;;;;;;;;
;;19/11/2022 22:58:50;8;CHA;30:28:47;03:15:00;1;1;EQUALIZACAO_4X_C20;2,410633;1,187465;3,859393;4,804243;3,859409;-0,94485;1,864201;11,410777;9,546576;8,869085;;;;;;;;;;;;
;;19/11/2022 23:13:50;8;CHA;30:43:47;03:29:59;1;1;EQUALIZACAO_4X_C20;2,509811;1,187465;4,156195;4,804243;4,156211;-0,648049;2,593065;12,139641;9,546576;9,59795;;;;;;;;;;;;
;;19/11/2022 23:28:50;8;CHA;30:58:47;03:44:59;1;1;EQUALIZACAO_4X_C20;2,588754;1,187465;4,453127;4,804243;4,453143;-0,351117;3,350952;12,897528;9,546576;10,355837;;;;;;;;;;;;
